holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume
0,292.85,0,0,92,6,4,854
0,292.99,0,0,92,6,5,2922
0,293.28,0,0,80,6,6,5971
0,293.27,0,0,80,6,7,6266
0,293.9,0,0,80,6,8,6265
0,294.74,0,0,12,0,9,5131
0,296.56,0,0,12,0,10,4574
0,298.25,0,0,12,0,11,4932
0,299.83,0,0,32,0,12,5365
0,300.34,0,0,32,0,13,5248
0,301.29,0,0,32,0,14,5660
0,301.91,0,0,0,1,15,6068
0,301.13,0,0,0,1,17,6146
0,300.13,0,0,0,1,18,4555
0,298.77,0,0,0,1,19,3562
0,297.01,0,0,0,1,20,3180
0,295.29,0,0,0,1,21,2903
0,293.74,0,0,0,1,22,1952
0,292.56,0,0,0,1,23,1199
0,291.56,0,0,90,0,0,660
0,290.2,0,0,1,1,2,314
0,290,0,0,40,0,3,364
0,288.03,0,0,0,1,5,2932
0,287.62,0,0,1,1,6,6168
0,289.29,0,0,20,0,8,6184
0,290.64,0,0,56,0,9,5343
0,291.78,0,0,56,0,10,4750
0,292.82,0,0,56,0,11,5049
0,294.04,0,0,0,1,12,5208
0,294.63,0,0,0,1,13,5236
0,295.8,0,0,0,1,14,5626
0,296.4,0,0,0,1,15,6000
0,296.78,0,0,0,1,16,6566
0,296.78,0,0,0,1,17,6155
0,296.48,0,0,0,1,18,4672
0,296.16,0,0,0,1,19,3542
0,295.09,0,0,0,1,20,3156
0,293.2,0,0,0,1,21,2872
0,291.36,0,0,0,1,22,2042
0,289.89,0,0,0,1,23,1248
0,288.49,0,0,0,1,0,706
0,288.45,0,0,0,1,1,427
0,287.46,0,0,0,1,2,310
0,287.67,0,0,0,1,3,345
0,287.61,0,0,0,1,4,870
0,288.18,0,0,0,1,5,2903
0,288.64,0,0,0,1,6,6025
0,289.11,0,0,0,1,7,6331
0,289.58,0,0,0,1,8,6001
0,290.11,0,0,0,1,9,5213
0,290.65,0,0,0,1,10,4727
0,291.72,0,0,0,1,11,5104
0,292.64,0,0,8,1,12,5340
0,294.42,0,0,8,1,13,5433
0,296.64,0,0,8,1,14,5842
0,297.54,0,0,88,0,15,6040
0,297.15,0,0,32,0,16,6423
0,297.53,0,0,32,0,17,6120
0,297.71,0,0,64,0,18,4758
0,296.84,0,0,64,0,19,3640
0,296.07,0,0,64,0,20,3390
0,294.17,0,0,64,0,21,3153
0,292.54,0,0,64,0,22,2310
0,291.62,0,0,36,0,23,1407
0,292.11,0,0,32,0,0,782
0,292.41,0,0,32,6,1,474
0,292.21,0,0,32,2,2,332
0,292.21,0,0,32,6,2,332
0,289.8,0,0,0,1,5,2740
0,289.88,0,0,0,1,6,5818
0,291.86,0,0,0,1,8,5601
0,293.54,0,0,0,1,9,5174
0,295.96,0,0,0,1,10,4821
0,298.61,0,0,0,1,13,5583
0,298.19,0,0,0,6,14,5863
0,297.88,0,0,92,0,16,6040
0,298.19,0,0,92,0,17,5346
0,298.15,0,0,92,0,18,4634
0,298.15,0,0,92,0,19,3807
0,297.09,0,0,92,0,20,3140
0,295.81,0,0,92,6,21,2917
0,295.63,0,0,92,6,22,2625
0,294.51,0,0,92,6,23,1929
0,294.42,0,0,24,6,0,1196
0,292.73,0,0,24,10,2,537
0,291.34,0,0,76,0,4,402
0,290,0,0,76,0,5,919
0,289.36,0,0,8,1,6,1549
0,288.56,0,0,8,1,7,2043
0,289.23,0,0,8,1,8,2854
0,290.43,0,0,64,0,9,3524
0,290.19,0,0,68,0,10,4049
0,291.33,0,0,68,0,11,4218
0,291.57,0,0,32,6,12,4414
0,292.59,0,0,48,0,15,4418
0,291.93,0,0,48,0,16,4377
0,291.45,0,0,48,0,17,4035
0,290.65,0,0,92,6,18,3948
0,289.65,0,0,92,0,19,3189
0,289.36,0,0,92,0,20,2929
0,288.22,0,0,88,0,21,2926
0,287.62,0,0,88,0,22,2635
0,286.52,0,0,88,0,23,2031
0,285.91,0,0,92,0,0,1371
0,285.38,0,0,92,0,1,822
0,284.94,0,0,92,0,2,565
0,284.67,0,0,48,0,3,393
0,284.45,0,0,90,2,4,318
0,284.13,0,0,48,0,5,542
0,284.05,0,0,48,0,6,870
0,284.2,0,0,48,0,7,1137
0,284.93,0,0,48,0,8,1723
0,286.54,0,0,0,1,9,2431
0,288.07,0,0,0,1,10,3336
0,287.99,0,0,0,6,11,3741
0,287.12,0,0,48,6,13,4592
0,288.49,0,0,76,2,16,4601
0,289.4,0,0,76,0,17,4478
0,288.86,0,0,92,0,18,4033
0,288.31,0,0,92,0,19,3504
0,285.69,0,0,48,0,23,1387
0,285.24,0,0,32,0,0,739
0,285.55,0,0,32,0,1,468
0,285.35,0,0,32,0,2,324
0,284.4,0,0,76,0,3,345
0,283.99,0,0,76,0,4,846
0,284.02,0,0,76,0,5,2833
0,283.69,0,0,0,1,6,5951
0,283.7,0,0,0,1,7,6505
0,284.58,0,0,0,1,8,5920
0,285.41,0,0,8,1,9,4986
0,288.06,0,0,8,1,10,4475
0,290.15,0,0,0,1,12,4998
0,291.91,0,0,12,0,13,5031
0,292.95,0,0,12,0,14,5356
0,293.66,0,0,12,0,15,5758
0,294.37,0,0,12,0,16,6303
0,295.34,0,0,12,0,17,5905
0,294.81,0,0,0,1,18,4322
0,294.2,0,0,0,1,19,3391
0,293.04,0,0,0,1,20,2868
0,290.86,0,0,32,0,21,2574
0,288.55,0,0,32,0,22,1736
0,286.06,0,0,1,1,23,1196
0,284.87,0,0,12,0,1,411
0,284.28,0,0,12,0,2,283
0,284.29,0,0,0,5,3,377
0,284.04,0,0,0,1,4,819
0,283.76,0,0,0,1,5,2856
0,283.17,0,0,0,1,6,6011
0,284.16,0,0,0,5,7,6721
0,287.38,0,0,0,1,8,5794
0,289.9,0,0,20,0,9,5161
0,292.55,0,0,20,0,10,4578
0,294.06,0,0,20,0,11,5025
0,295.21,0,0,0,1,12,5353
0,295.93,0,0,0,1,13,5244
0,297.26,0,0,0,1,16,7070
0,297.19,0,0,0,1,17,6760
0,297.03,0,0,24,0,18,5025
0,295.96,0,0,24,0,19,3450
0,294.82,0,0,24,0,20,3015
0,293.6,0,0,80,0,21,2657
0,293.06,0,0,80,0,22,1814
0,292.1,0,0,80,6,23,1204
0,292.1,0,0,80,2,23,1204
0,291.64,0,0,64,6,0,666
0,291.64,0,0,64,2,0,666
0,291.89,0,0,92,0,11,5072
0,292.4,0,0,12,0,12,5329
0,292.94,0,0,12,0,13,5349
0,293.47,0,0,12,0,14,5655
0,293.94,0,0,36,0,15,5919
0,294.22,0,0,36,0,16,6594
0,294.39,0,0,36,0,17,6304
0,294.2,0,0,80,0,18,4936
0,294.02,0,0,80,0,19,3495
0,293.33,0,0,80,0,20,3255
0,292.7,0,0,64,0,21,2727
0,292.25,0,0,64,0,22,1937
0,291.21,0,0,64,5,23,1372
0,290.4,0,0,48,5,0,680
0,290.4,0,0,48,3,0,680
0,289.31,0,0,48,5,1,503
0,289.12,0,0,48,5,2,344
0,289.12,0,0,48,3,2,344
0,289.31,0,0,0,5,3,421
0,289.37,0,0,0,5,4,851
0,289.37,0,0,0,3,4,851
0,289.58,0,0,0,5,5,3006
0,289.58,0,0,0,3,5,3006
0,289.97,0,0,24,3,7,6160
0,289.97,0,0,24,5,7,6160
0,290.35,0,0,24,5,8,6217
0,291.6,0,0,64,3,9,5448
0,291.6,0,0,64,5,9,5448
0,292.81,0,0,8,5,10,5096
0,293.61,0,0,8,1,11,5509
0,294.28,0,0,64,0,12,5538
0,295.87,0,0,64,0,13,5334
0,297.55,0,0,64,0,14,5845
0,298.46,0,0,20,0,15,6119
0,298.45,0,0,20,0,16,6440
0,297.47,0,0,1,1,18,4875
0,296.47,0,0,1,1,19,3782
0,292.85,0,0,1,1,21,3171
0,290.38,0,0,0,1,23,2367
0,290.11,0,0,0,1,0,894
0,288.98,0,0,0,1,1,552
0,287.61,0,0,0,1,2,390
0,286.87,0,0,0,1,3,433
0,286.25,0,0,0,1,4,779
0,285.85,0,0,0,1,5,2769
0,285.48,0,0,0,1,6,5610
0,285.96,0,0,0,1,7,6318
0,288.78,0,0,0,1,8,5613
0,291.43,0,0,32,0,9,5253
0,294.28,0,0,32,0,10,4848
0,295.96,0,0,32,0,11,5458
0,297.1,0,0,0,1,12,5815
0,297.86,0,0,0,1,13,5842
0,299,0,0,0,1,14,6054
0,299.47,0,0,0,1,15,6128
0,299.37,0,0,0,1,16,6342
0,299.73,0,0,0,1,17,5613
0,300,0,0,0,1,18,4955
0,298.08,0,0,0,1,19,3793
0,297.61,0,0,0,1,20,3178
0,294.82,0,0,40,0,21,3441
0,292.87,0,0,64,0,22,3589
0,291.89,0,0,64,0,23,2174
0,291.36,0,0,0,1,0,1415
0,290.18,0,0,0,1,1,890
0,289.57,0,0,0,1,2,550
0,289.42,0,0,0,1,3,472
0,288.6,0,0,0,1,4,406
0,288.53,0,0,0,1,5,918
0,287.87,0,0,0,1,7,1862
0,289.65,0,0,0,1,8,2741
0,294.04,0,0,0,1,10,4455
0,295.17,0,0,0,1,11,4335
0,295.8,0,0,12,0,12,4677
0,296.12,0,0,12,0,13,4505
0,296.56,0,0,12,0,14,4574
0,296.78,0,0,48,0,15,4656
0,296.91,0,0,48,0,16,4371
0,296.25,0,0,48,0,17,4305
0,296.56,0,0,92,0,18,3828
0,296.03,0,0,92,0,19,3405
0,294.79,0,0,92,0,20,3094
0,292.3,0,0,92,0,21,2989
0,289.98,0,0,92,0,22,2623
0,289.12,0,0,92,0,23,1998
0,287.31,0,0,92,0,0,1507
0,287.18,0,0,92,0,1,964
0,286.11,0,0,92,0,2,610
0,286.17,0,0,44,0,3,438
0,285.64,0,0,44,0,4,337
0,285.26,0,0,44,0,5,551
0,284.29,0,0,0,5,6,847
0,284.61,0,0,0,1,7,1132
0,287.17,0,0,0,1,8,1753
0,290.28,0,0,0,1,9,2732
0,293,0,0,0,1,10,3426
0,294.51,0,0,0,1,11,4133
0,295.64,0,0,56,0,12,4572
0,296.28,0,0,56,0,13,4301
0,297.17,0,0,56,0,14,4338
0,297.44,0,0,44,0,15,4421
0,297.38,0,0,44,0,16,4392
0,297.23,0,0,44,0,17,4391
0,297.22,0,0,8,1,18,3912
0,296.09,0,0,8,1,19,3365
0,295.1,0,0,8,1,20,3075
0,292.22,0,0,76,0,21,2880
0,289.78,0,0,76,0,22,2040
0,287.64,0,0,1,1,23,1211
0,287.74,0,0,0,1,1,436
0,286.55,0,0,0,1,2,321
0,285.95,0,0,20,0,3,370
0,284.97,0,0,20,0,4,845
0,284.66,0,0,20,0,5,2769
0,283.99,0,0,76,0,6,5471
0,284.69,0,0,76,0,7,6597
0,286.58,0,0,76,0,8,5876
0,289.18,0,0,80,0,9,4984
0,290.7,0,0,80,0,10,4393
0,291.96,0,0,80,0,11,4767
0,293.31,0,0,88,0,12,4917
0,294.35,0,0,8,1,13,5108
0,294.82,0,0,8,1,14,5340
0,296,0,0,92,0,15,5896
0,295.72,0,0,92,0,16,6217
0,295.8,0,0,92,0,17,5563
0,295.94,0,0,88,0,18,4479
0,295.05,0,0,88,0,19,3414
0,294.13,0,0,88,0,20,2834
0,291.91,0,0,92,0,21,2516
0,290.16,0,0,92,0,22,1818
0,289.28,0,0,92,0,23,1179
0,290.51,0,0,92,0,0,676
0,290.37,0,0,92,0,1,410
0,290.54,0,0,92,10,2,292
0,290.67,0,0,92,5,9,5139
0,291.63,0,0,92,6,10,4643
0,293.79,0,0,92,6,11,4959
0,294.47,0,0,36,0,12,5190
0,294.76,0,0,36,0,13,5203
0,295.65,0,0,36,0,14,5638
0,296.88,0,0,12,0,15,5947
0,297.62,0,0,12,0,16,6592
0,298.21,0,0,12,0,17,6005
0,299.18,0,0,8,6,18,4567
0,298.2,0,0,8,6,19,3458
0,296.68,0,0,8,6,20,2637
0,294.96,0,0,76,0,21,2519
0,294.14,0,0,76,0,22,2230
0,292.9,0,0,76,0,23,1778
0,291.01,0,0,68,0,0,696
0,290.53,0,0,68,0,1,396
0,288.15,0,0,0,1,3,373
0,288.15,0,0,0,1,4,819
0,287.22,0,0,44,0,5,2937
0,286.93,0,0,44,5,7,6986
0,288.47,0,0,44,0,8,5990
0,289.22,0,0,100,0,9,5150
0,291.35,0,0,100,0,10,4874
0,299.02,0,0,80,0,14,5690
0,300.37,0,0,68,0,15,6153
0,300.9,0,0,68,0,16,6799
0,299.48,0,0,64,10,19,3648
0,289.11,0,0,0,1,1,437
0,289.33,0,0,0,1,4,817
0,289.2,0,0,0,1,5,2969
0,289.33,0,0,0,1,6,6033
0,288.99,0,0,0,1,7,6771
0,288.55,0,0,0,1,8,6067
0,289.48,0,0,12,0,9,5284
0,290.63,0,0,12,0,10,4815
0,292.28,0,0,12,0,11,5154
0,293.46,0,0,0,1,12,5242
0,294.37,0,0,0,1,13,5296
0,295.35,0,0,0,1,14,5815
0,296.44,0,0,20,0,15,5976
0,296.27,0,0,0,1,16,6593
0,296.71,0,0,0,1,17,6060
0,296.66,0,0,0,1,18,4815
0,295.95,0,0,0,1,19,3677
0,295.06,0,0,0,1,20,3303
0,291.61,0,0,0,1,21,3042
0,289.52,0,0,0,1,22,2238
0,287.15,0,0,0,1,1,533
0,286.25,0,0,0,1,2,370
0,286.11,0,0,0,5,3,396
0,285.8,0,0,1,1,4,821
0,285.87,0,0,1,1,5,2827
0,285.63,0,0,1,1,6,5629
0,287.66,0,0,90,0,7,6474
0,290.47,0,0,75,0,9,5026
0,292.87,0,0,40,0,10,4914
0,294.19,0,0,1,1,11,5401
0,294.51,0,0,1,1,12,5600
0,295.51,0,0,1,1,13,5542
0,296.19,0,0,40,0,14,5909
0,296.51,0,0,40,0,15,5999
0,296.19,0,0,75,0,16,6199
0,296.15,0,0,40,0,17,5763
0,295.51,0,0,40,0,18,5295
0,294.83,0,0,40,0,19,3756
0,293.15,0,0,75,0,20,3148
0,292.35,0,0,75,0,21,3263
0,291.34,0,0,90,0,22,2933
0,290.1,0,0,40,0,23,2172
0,289.57,0,0,1,1,0,1215
0,289.8,0,0,1,1,1,835
0,289.36,0,0,20,0,3,463
0,288.28,0,0,20,0,4,469
0,287.04,0,0,56,5,7,2096
0,288.17,0,0,56,5,8,2792
0,290.06,0,0,20,0,9,3516
0,292.48,0,0,20,0,10,3839
0,293.61,0,0,20,0,11,4447
0,294.59,0,0,0,1,12,4461
0,295.07,0,0,0,1,13,4411
0,295.89,0,0,0,1,14,4721
0,296.18,0,0,0,1,15,4634
0,296.04,0,0,0,1,16,4605
0,295.87,0,0,0,1,17,4462
0,294.96,0,0,0,1,18,4313
0,294.3,0,0,0,1,19,3572
0,293.77,0,0,0,1,20,3333
0,292.31,0,0,0,1,21,3460
0,291.75,0,0,0,1,22,3183
0,291.16,0,0,0,1,23,2209
0,290.79,0,0,8,1,0,1392
0,290.11,0,0,8,1,1,905
0,289.36,0,0,8,1,2,620
0,289.19,0,0,0,1,3,441
0,288.66,0,0,0,1,4,315
0,287.57,0,0,0,1,5,544
0,286.34,0,0,0,1,6,830
0,288.09,0,0,0,1,8,1611
0,290.21,0,0,0,1,9,2493
0,292.02,0,0,0,1,10,3335
0,293.33,0,0,0,1,11,3692
0,294.2,0,0,8,1,12,4084
0,294.89,0,0,8,1,13,4330
0,295.35,0,0,8,1,14,4428
0,295.53,0,0,12,0,15,4591
0,295.88,0,0,12,0,16,4342
0,296.44,0,0,75,0,17,4301
0,295.89,0,0,12,0,18,4040
0,295.26,0,0,12,0,19,3689
0,294.03,0,0,12,0,20,3094
0,291.85,0,0,44,0,21,2641
0,290.32,0,0,44,0,22,1896
0,289.47,0,0,44,0,23,1235
0,290.04,0,0,80,0,0,640
0,290.04,0,0,80,0,1,394
0,290.34,0,0,80,0,2,296
0,290.71,0,0,80,0,3,372
0,290.55,0,0,92,6,5,2902
0,290.57,0,0,92,6,7,6583
0,290.96,0,0,92,6,8,5988
0,291.45,0,0,68,0,9,5083
0,292.36,0,0,68,0,10,4667
0,294.23,0,0,75,0,11,4837
0,294.81,0,0,56,0,12,5117
0,296.58,0,0,56,0,13,5153
0,297.62,0,0,56,0,14,5555
0,298.14,0,0,0,1,15,5799
0,298.44,0,0,0,1,16,6412
0,299.05,0,0,0,1,17,6234
0,298.65,0,0,0,1,18,4832
0,298.13,0,0,0,1,19,3357
0,296.68,0,0,0,1,20,2805
0,293.97,0,0,68,0,21,2407
0,292.88,0,0,68,0,22,1711
0,291.65,0,0,68,0,23,1098
0,291.72,0,0,36,0,0,618
0,291.37,0,0,36,0,1,392
0,291.03,0,0,36,0,2,311
0,290.71,0,0,0,1,3,391
0,289.9,0,0,0,1,4,868
0,289.07,0,0,0,1,5,2928
0,288.69,0,0,0,1,6,6123
0,288.47,0,0,0,1,7,6480
0,291.57,0,0,0,1,9,5228
0,293.83,0,0,0,1,10,4880
0,295.22,0,0,0,1,11,5256
0,296.34,0,0,0,1,12,5171
0,297.32,0,0,0,1,13,5553
0,298.15,0,0,0,1,14,5819
0,298.59,0,0,0,1,15,6176
0,298.75,0,0,0,1,16,6720
0,299.29,0,0,0,1,17,6395
0,298.13,0,0,88,0,18,4921
0,296.46,0,0,88,0,19,3508
0,295.3,0,0,40,0,20,3275
0,292.92,0,0,76,0,21,2825
0,291.43,0,0,76,0,22,1930
0,290.57,0,0,76,0,23,1236
0,290.15,0,0,1,1,0,627
0,288.8,0,0,32,0,1,418
0,288.59,0,0,32,0,2,271
0,286.24,0,0,8,1,3,360
0,285.85,0,0,8,1,5,3022
0,285.11,0,0,0,5,6,6082
0,284.94,0,0,0,5,7,6271
0,286.14,0,0,0,1,8,6032
0,288.7,0,0,0,1,9,5521
0,295.37,0,0,0,1,13,5585
0,295.95,0,0,0,1,15,6018
0,296.03,0,0,0,1,16,6599
0,296.48,0,0,0,1,17,6136
0,296,0,0,0,1,18,4863
0,295.49,0,0,0,1,19,3534
0,293.87,0,0,0,1,20,3190
0,290.33,0,0,0,1,21,2970
0,287.82,0,0,0,1,22,2014
0,286.76,0,0,0,1,23,1283
0,286.12,0,0,0,1,0,672
0,285.26,0,0,0,1,1,441
0,285.38,0,0,0,1,2,334
0,285.42,0,0,0,1,3,391
0,285.04,0,0,0,1,4,867
0,284.98,0,0,0,1,5,2978
0,284.24,0,0,36,0,6,5893
0,291.48,0,0,0,1,9,5562
0,293.64,0,0,40,0,10,4983
0,295.47,0,0,40,0,11,5228
0,296.19,0,0,40,0,12,5532
0,296.83,0,0,40,0,13,5506
0,297.15,0,0,1,1,17,6630
0,296.83,0,0,1,1,18,5319
0,294.79,0,0,1,1,19,3631
0,287.84,0,0,1,1,22,2243
0,285.8,0,0,1,1,1,483
0,284.34,0,0,1,1,2,396
0,284.1,0,0,1,1,3,381
0,285.75,0,0,1,1,7,6585
0,289.11,0,0,40,0,8,5615
0,291.47,0,0,1,1,9,5190
0,293.9,0,0,75,0,10,4944
0,295.15,0,0,40,0,11,5384
0,296.64,0,0,40,0,12,5754
0,297.41,0,0,40,0,13,5827
0,297.92,0,0,40,0,14,5854
0,297.47,0,0,1,1,15,5896
0,297.79,0,0,1,1,16,6197
0,298.51,0,0,1,1,17,5608
0,297.51,0,0,1,1,18,4995
0,296.15,0,0,1,1,19,3618
0,293.47,0,0,1,1,20,3238
0,292.07,0,0,75,0,21,3349
0,290.55,0,0,90,0,22,2802
0,289.55,0,0,90,0,23,1887
0,290.77,0,0,90,0,0,1237
0,288.79,0,0,90,0,1,917
0,289.3,0,0,90,0,2,553
0,289.03,0,0,75,0,3,397
0,287.32,0,0,1,1,4,457
0,288.14,0,0,1,1,5,881
0,286.08,0,0,1,1,6,1526
0,287.38,0,0,1,1,7,2064
0,290.11,0,0,1,1,8,2941
0,293.15,0,0,1,1,9,3677
0,295.51,0,0,1,1,10,4018
0,296.83,0,0,40,0,11,4506
0,297.87,0,0,40,0,12,4615
0,297.56,0,0,40,0,13,4680
0,298.15,0,0,40,0,14,4721
0,298.47,0,0,1,1,15,4728
0,298.87,0,0,40,0,16,4575
0,297.87,0,0,1,1,17,4459
0,297.51,0,0,40,0,18,3934
0,296.15,0,0,1,1,19,3332
0,293.51,0,0,1,1,20,3114
0,290.37,0,0,1,1,21,3192
0,289.12,0,0,1,1,22,2696
0,288.35,0,0,1,1,23,2251
0,287.1,0,0,1,1,0,1407
0,286.61,0,0,1,1,1,1036
0,286.46,0,0,0,5,3,420
0,286.6,0,0,0,1,4,301
0,286.73,0,0,0,1,5,587
0,286.74,0,0,0,1,6,951
0,286.73,0,0,0,1,7,1179
0,288.97,0,0,0,1,8,1895
0,291.5,0,0,0,1,9,2805
0,294.23,0,0,0,1,10,3568
0,296.23,0,0,0,1,11,4273
0,297.99,0,0,0,1,12,4581
0,298.53,0,0,0,1,13,4519
0,299.29,0,0,0,1,14,4378
0,299.82,0,0,0,1,15,4601
0,299.65,0,0,0,1,16,4489
0,300.24,0,0,40,0,17,4423
0,299.38,0,0,0,1,18,4007
0,298.67,0,0,0,1,19,3545
0,297.11,0,0,0,1,20,3282
0,294.46,0,0,0,1,21,2851
0,292.5,0,0,0,1,22,1949
0,292.03,0,0,0,1,23,1190
0,291.58,0,0,0,1,0,660
0,290.91,0,0,0,1,1,382
0,290.45,0,0,0,1,2,307
0,290.02,0,0,0,1,3,358
0,290.04,0,0,0,1,4,859
0,288.73,0,0,0,1,5,2851
0,288.04,0,0,0,1,6,5770
0,288.8,0,0,0,1,7,6655
0,289.62,0,0,0,1,8,5979
0,291.9,0,0,0,1,9,5039
0,294.38,0,0,0,1,10,4652
0,297.16,0,0,5,1,11,5077
0,298.69,0,0,20,0,12,5284
0,299.08,0,0,20,0,13,5151
0,299.83,0,0,20,0,14,5419
0,300.25,0,0,44,0,15,5708
0,300.12,0,0,44,0,16,6116
0,300.11,0,0,44,0,17,5796
0,299.56,0,0,44,0,18,4564
0,298.86,0,0,44,0,19,3371
0,297.09,0,0,44,0,20,2939
0,295.27,0,0,0,1,21,2407
0,294.46,0,0,0,1,22,1730
0,294,0,0,0,1,23,1183
0,293.99,0,0,0,1,0,659
0,293.46,0,0,0,1,1,444
0,293.71,0,0,0,1,2,294
0,293.25,0,0,36,0,3,366
0,293.25,0,0,36,0,4,777
0,292.74,0,0,36,0,5,3024
0,292.34,0,0,80,0,6,5895
0,292.41,0,0,80,0,7,6865
0,292.18,0,0,80,0,8,6168
0,293.41,0,0,92,0,9,5438
0,294.81,0,0,92,0,10,4670
0,295.89,0,0,75,0,11,5151
0,297.9,0,0,24,0,12,5158
0,299.96,0,0,24,0,13,5295
0,301.41,0,0,24,0,14,5502
0,302.28,0,0,0,1,15,6005
0,302.99,0,0,0,1,16,6523
0,302.29,0,0,0,1,17,6230
0,301.77,0,0,44,0,18,4691
0,300.73,0,0,44,0,19,3592
0,299.5,0,0,44,0,20,3190
0,298.06,0,0,0,1,21,2824
0,298.26,0,0,0,1,22,1854
0,297.74,0,0,0,1,23,1167
0,296.82,0,0,0,1,0,683
0,296.16,0,0,0,1,1,399
0,295.76,0,0,0,1,2,330
0,295.37,0,0,8,1,3,356
0,295.51,0,0,8,1,4,850
0,294.85,0,0,8,1,5,3069
0,294.37,0,0,44,0,6,6159
0,294.2,0,0,44,0,7,6714
0,294.99,0,0,44,0,8,6262
0,296.34,0,0,68,0,9,5371
0,297.93,0,0,68,0,10,5005
0,299.68,0,0,68,0,11,5406
0,302.54,0,0,0,1,13,5398
0,303.83,0,0,0,1,14,5604
0,304.15,0,0,0,1,15,6111
0,303.69,0,0,0,1,16,6702
0,303.61,0,0,0,1,17,6104
0,302.76,0,0,0,1,18,4940
0,302.45,0,0,0,1,19,3666
0,301.13,0,0,0,1,20,3192
0,299.44,0,0,0,1,21,2876
0,298.74,0,0,0,1,22,1898
0,297.7,0,0,0,1,23,1202
9,297.42,0,0,12,0,0,661
0,297.42,0,0,12,0,1,385
0,297.09,0,0,12,0,2,302
0,296.89,0,0,0,1,3,374
0,296.34,0,0,0,1,4,871
0,295.95,0,0,0,1,5,3145
0,295.45,0,0,0,5,6,6188
0,295.34,0,0,0,5,7,6823
0,295.74,0,0,0,5,8,4343
0,296.81,0,0,32,0,9,6063
0,298.39,0,0,32,0,10,5022
0,299.9,0,0,32,0,11,5205
0,300.43,0,0,76,0,12,5462
0,301.24,0,0,75,0,13,5492
0,301.12,0,0,76,0,14,5759
0,301.92,0,0,92,0,15,6173
0,301.65,0,0,92,4,16,6346
0,302.28,0,0,92,6,17,5786
0,301.6,0,0,0,6,19,3696
0,299.34,0,0,0,6,20,3320
0,297.75,0,0,12,6,21,3006
0,297.03,0,0,12,6,22,2158
0,296.17,0,0,12,6,23,1425
0,295.19,0,0,12,0,0,797
0,294.14,0,0,12,0,1,499
0,293.62,0,0,12,0,2,369
0,292.52,0,0,0,1,3,379
0,293.03,0,0,0,1,4,864
0,291.79,0,0,0,1,6,5747
0,291.96,0,0,0,1,7,6693
0,291.57,0,0,0,1,8,6247
0,292.47,0,0,48,0,9,5702
0,294.29,0,0,48,0,10,5417
0,296.78,0,0,48,0,11,5660
0,298.61,0,0,36,0,12,5925
0,300.11,0,0,36,0,13,5871
0,300.74,0,0,36,0,14,5820
0,301.81,0,0,48,0,15,6129
0,301.86,0,0,48,0,16,5976
0,302.1,0,0,48,0,17,5307
0,301.07,0,0,0,1,18,4758
0,299.87,0,0,0,1,19,3790
0,298.13,0,0,0,1,20,3326
0,294.39,0,0,0,1,21,3121
0,292.71,0,0,0,1,22,2633
0,291.35,0,0,0,1,23,2096
0,289.99,0,0,0,1,1,792
0,290.91,0,0,1,1,2,548
0,288.41,0,0,0,1,3,422
0,288.75,0,0,1,1,5,1003
0,286.06,0,0,0,1,7,2737
0,292.02,0,0,0,1,9,4258
0,294.56,0,0,0,1,10,4604
0,296.92,0,0,0,1,11,4796
0,299.2,0,0,0,1,12,5154
0,301.18,0,0,1,1,13,4899
0,301.8,0,0,12,0,17,4461
0,298.75,0,0,32,0,20,3252
0,297.53,0,0,68,0,21,3092
0,296.75,0,0,68,0,22,2709
0,295.51,0,0,88,0,0,1547
0,294.97,0,0,80,0,3,400
0,294.84,0,0,80,0,4,377
0,294.64,0,0,80,0,5,719
0,294.71,0,0,44,0,6,1185
0,294.64,0,0,44,0,7,1803
0,294.89,0,0,44,0,8,2687
0,295.91,0,0,36,10,9,3341
0,297.84,0,0,36,0,10,4028
0,299.9,0,0,36,0,11,4290
0,301.41,0,0,56,0,12,4851
0,302.7,0,0,56,0,13,4751
0,303.45,0,0,56,0,14,4723
0,304.21,0,0,36,0,15,4588
0,304.28,0,0,24,0,16,4517
0,303.75,0,0,24,0,17,4449
0,302.99,0,0,0,1,18,4127
0,301.8,0,0,0,1,19,3503
0,301.1,0,0,0,1,20,3202
0,300.49,0,0,0,1,21,2727
0,300.11,0,0,0,1,22,2002
0,300.11,0,0,0,1,23,1162
0,300.04,0,0,0,1,0,631
0,299.88,0,0,0,1,1,406
0,299.58,0,0,0,1,2,328
0,298.76,0,0,0,1,3,331
0,298.54,0,0,0,1,5,3020
0,298.31,0,0,0,1,6,5773
0,298.09,0,0,0,1,7,6512
0,298.25,0,0,0,1,8,6219
0,299.23,0,0,0,1,9,5443
0,300.15,0,0,0,1,10,4765
0,302.03,0,0,0,1,11,5140
0,305.48,0,0,0,1,13,5475
0,306.2,0,0,0,1,14,5542
0,306.67,0,0,0,1,15,5750
0,307.09,0,0,0,1,16,6298
0,307,0,0,0,1,17,5813
0,306.31,0,0,0,1,18,4520
0,305.34,0,0,0,1,19,3425
0,303.82,0,0,0,1,20,3321
0,302.6,0,0,0,1,21,2550
0,301.78,0,0,0,1,22,1648
0,301.02,0,0,0,1,23,1133
0,300.28,0,0,32,0,0,620
0,306.24,0,0,8,1,14,5883
0,306.79,0,0,8,1,16,6653
0,302.76,0,0,0,1,21,2787
